transaction_id,date,store_id,region,product_id,category,quantity_sold,unit_price,payment_method,customer_id,discount_percent,return_flag,total_amount
TXN_3519,2023-04-15 23:00:00,STR_36,North,PRD_238,Grocery,5,220.19,UPI,CUST_168,5,No,1045.9
TXN_3520,2023-04-16 00:00:00,STR_13,North,PRD_465,Furniture,4,109.71,Net Banking,CUST_633,22,Yes,342.3
TXN_3521,2023-04-16 01:00:00,STR_5,South,PRD_245,Clothing,4,645.67,Net Banking,CUST_1460,21,Yes,2040.32
TXN_3522,2023-04-16 02:00:00,STR_8,West,PRD_181,Electronics,5,1988.73,Net Banking,CUST_1501,1,Yes,9844.21
TXN_3523,2023-04-16 03:00:00,STR_27,West,PRD_139,Clothing,9,699.71,UPI,CUST_1805,4,Yes,6045.49
TXN_3524,2023-04-16 04:00:00,STR_34,East,PRD_466,Grocery,9,1522.75,UPI,CUST_952,9,Yes,12471.32
TXN_3525,2023-04-16 05:00:00,STR_9,West,PRD_196,Clothing,6,268.97,UPI,CUST_164,14,Yes,1387.89
TXN_3526,2023-04-16 06:00:00,STR_9,North,PRD_118,Electronics,3,911.71,UPI,CUST_785,28,No,1969.29
TXN_3527,2023-04-16 07:00:00,STR_37,North,PRD_188,Electronics,6,374.31,Credit Card,CUST_1549,13,No,1953.9
TXN_3528,2023-04-16 08:00:00,STR_5,West,PRD_412,Grocery,4,388.23,Debit Card,CUST_1097,5,Yes,1475.27
TXN_3529,2023-04-16 09:00:00,STR_24,North,PRD_444,Electronics,3,203.88,Credit Card,CUST_888,13,Yes,532.13
TXN_3530,2023-04-16 10:00:00,STR_34,South,PRD_262,Grocery,6,866.93,Cash,CUST_1729,23,Yes,4005.22
TXN_3531,2023-04-16 11:00:00,STR_17,South,PRD_373,Grocery,6,155.69,Credit Card,CUST_297,24,No,709.95
TXN_3532,2023-04-16 12:00:00,STR_12,West,PRD_497,Electronics,2,1820.07,Credit Card,CUST_1092,20,No,2912.11
TXN_3533,2023-04-16 13:00:00,STR_12,South,PRD_150,Toys,9,898.56,Credit Card,CUST_1325,13,Yes,7035.72
TXN_3534,2023-04-16 14:00:00,STR_11,South,PRD_304,Grocery,8,1677.94,Debit Card,CUST_1500,11,Yes,11946.93
TXN_3535,2023-04-16 15:00:00,STR_38,East,PRD_399,Electronics,6,1959.03,Net Banking,CUST_385,22,No,9168.26
TXN_3536,2023-04-16 16:00:00,STR_24,East,PRD_178,Toys,1,1357.17,Cash,CUST_1497,3,Yes,1316.45
TXN_3537,2023-04-16 17:00:00,STR_9,South,PRD_388,Grocery,2,1803.51,Cash,CUST_1853,25,Yes,2705.26
TXN_3538,2023-04-16 18:00:00,STR_23,West,PRD_46,Toys,4,275.06,Debit Card,CUST_519,11,No,979.21
TXN_3539,2023-04-16 19:00:00,STR_34,East,PRD_81,Furniture,7,1660.84,Credit Card,CUST_1199,20,No,9300.7
TXN_3540,2023-04-16 20:00:00,STR_27,North,PRD_96,Furniture,9,546.08,Net Banking,CUST_1517,16,No,4128.36
TXN_3541,2023-04-16 21:00:00,STR_26,North,PRD_199,Toys,5,947.83,UPI,CUST_729,28,Yes,3412.19
TXN_3542,2023-04-16 22:00:00,STR_21,North,PRD_27,Grocery,2,1294.93,Debit Card,CUST_121,18,No,2123.69
TXN_3543,2023-04-16 23:00:00,STR_27,West,PRD_261,Electronics,1,1807.57,Net Banking,CUST_1210,15,No,1536.43
TXN_3544,2023-04-17 00:00:00,STR_22,South,PRD_288,Clothing,1,1822.43,Debit Card,CUST_354,17,Yes,1512.62
TXN_3545,2023-04-17 01:00:00,STR_6,North,PRD_12,Electronics,5,188.74,Debit Card,CUST_1621,5,No,896.52
TXN_3546,2023-04-17 02:00:00,STR_33,West,PRD_16,Clothing,7,732.29,UPI,CUST_157,8,No,4715.95
TXN_3547,2023-04-17 03:00:00,STR_19,East,PRD_38,Clothing,9,1587.38,Net Banking,CUST_423,25,No,10714.82
TXN_3548,2023-04-17 04:00:00,STR_27,South,PRD_434,Grocery,9,1407.8,Credit Card,CUST_1547,18,Yes,10389.56
TXN_3549,2023-04-17 05:00:00,STR_37,East,PRD_170,Toys,8,57.57,Net Banking,CUST_943,11,Yes,409.9
TXN_3550,2023-04-17 06:00:00,STR_6,West,PRD_133,Electronics,1,902.53,Net Banking,CUST_519,10,No,812.28
TXN_3551,2023-04-17 07:00:00,STR_4,North,PRD_279,Toys,5,1659.36,Credit Card,CUST_1320,27,Yes,6056.66
TXN_3552,2023-04-17 08:00:00,STR_47,North,PRD_20,Furniture,6,1476.68,UPI,CUST_481,15,Yes,7531.07
TXN_3553,2023-04-17 09:00:00,STR_12,West,PRD_446,Grocery,6,826.64,Net Banking,CUST_85,1,Yes,4910.24
TXN_3554,2023-04-17 10:00:00,STR_33,North,PRD_441,Grocery,4,1471.65,Credit Card,CUST_1010,17,No,4885.88
TXN_3555,2023-04-17 11:00:00,STR_46,South,PRD_52,Furniture,1,1104.67,Debit Card,CUST_1188,29,Yes,784.32
TXN_3556,2023-04-17 12:00:00,STR_33,West,PRD_229,Electronics,3,1825.69,Debit Card,CUST_1045,5,Yes,5203.22
TXN_3557,2023-04-17 13:00:00,STR_3,East,PRD_163,Furniture,4,1176.32,Credit Card,CUST_986,25,Yes,3528.96
TXN_3558,2023-04-17 14:00:00,STR_29,West,PRD_117,Electronics,4,804.46,Debit Card,CUST_1858,21,No,2542.09
TXN_3559,2023-04-17 15:00:00,STR_33,South,PRD_388,Clothing,4,1726.53,Net Banking,CUST_602,4,Yes,6629.88
TXN_3560,2023-04-17 16:00:00,STR_43,South,PRD_368,Grocery,5,104.49,Credit Card,CUST_1502,8,Yes,480.65
TXN_3561,2023-04-17 17:00:00,STR_4,West,PRD_426,Electronics,9,1801.52,Net Banking,CUST_1890,12,Yes,14268.04
TXN_3562,2023-04-17 18:00:00,STR_20,West,PRD_245,Toys,4,1394.21,Cash,CUST_1339,6,Yes,5242.23
TXN_3563,2023-04-17 19:00:00,STR_11,North,PRD_409,Toys,9,1881.51,UPI,CUST_1879,22,No,13208.2
TXN_3564,2023-04-17 20:00:00,STR_21,,PRD_456,Grocery,9,504.76,UPI,CUST_1098,26,Yes,3361.7
TXN_3565,2023-04-17 21:00:00,STR_27,West,PRD_146,Furniture,1,1391.37,UPI,CUST_1396,0,No,1391.37
TXN_3566,2023-04-17 22:00:00,STR_7,West,PRD_166,Furniture,5,1619.88,Credit Card,CUST_880,9,Yes,7370.45
TXN_3567,2023-04-17 23:00:00,STR_24,South,PRD_154,Electronics,9,1405.69,Cash,CUST_1227,25,No,9488.41
TXN_3568,2023-04-18 00:00:00,STR_33,West,PRD_59,Furniture,4,424.62,UPI,CUST_701,17,Yes,1409.74
TXN_3569,2023-04-18 01:00:00,STR_36,North,PRD_118,Grocery,5,554.8,Net Banking,CUST_180,11,No,2468.86
TXN_3570,2023-04-18 02:00:00,STR_9,South,PRD_290,Electronics,4,1135.65,UPI,CUST_636,2,No,4451.75
TXN_3571,2023-04-18 03:00:00,STR_12,North,PRD_325,Clothing,2,896.27,,CUST_1656,4,No,1720.84
TXN_3572,2023-04-18 04:00:00,STR_25,North,PRD_216,Furniture,2,1471.56,Net Banking,CUST_1637,13,Yes,2560.51
TXN_3573,2023-04-18 05:00:00,STR_20,North,PRD_474,Furniture,2,760.46,Net Banking,CUST_1977,26,No,1125.48
TXN_3574,2023-04-18 06:00:00,STR_38,North,PRD_368,Electronics,1,1719.66,Credit Card,CUST_503,14,Yes,1478.91
TXN_3575,2023-04-18 07:00:00,STR_50,South,PRD_413,Toys,3,866.68,Credit Card,CUST_1869,11,No,2314.04
TXN_3576,2023-04-18 08:00:00,STR_37,North,PRD_433,Furniture,1,84.88,Debit Card,CUST_663,3,Yes,82.33
TXN_3577,2023-04-18 09:00:00,STR_41,North,PRD_14,Grocery,4,39.64,Cash,CUST_1423,23,Yes,122.09
TXN_3578,2023-04-18 10:00:00,STR_5,West,PRD_430,Furniture,1,1295.25,Net Banking,CUST_704,15,No,1100.96
TXN_3579,2023-04-18 11:00:00,STR_28,South,PRD_197,Clothing,4,1083.4,Cash,CUST_1297,10,Yes,3900.24
TXN_3580,2023-04-18 12:00:00,STR_47,South,PRD_23,Furniture,3,1087.78,UPI,CUST_719,3,Yes,3165.44
TXN_3581,2023-04-18 13:00:00,STR_24,East,PRD_147,Toys,9,1581.07,UPI,CUST_1926,5,No,13518.15
TXN_3582,2023-04-18 14:00:00,STR_15,South,PRD_265,Furniture,1,754.56,,CUST_721,24,Yes,573.47
TXN_3583,2023-04-18 15:00:00,STR_46,South,PRD_7,Electronics,8,1990.92,Net Banking,CUST_539,15,Yes,13538.26
TXN_3584,2023-04-18 16:00:00,STR_48,East,PRD_230,Furniture,9,1891.33,Net Banking,CUST_1820,1,Yes,16851.75
TXN_3585,2023-04-18 17:00:00,STR_32,South,PRD_1,Toys,7,30.86,Debit Card,CUST_194,12,No,190.1
TXN_3586,2023-04-18 18:00:00,STR_29,South,PRD_47,Electronics,1,1792.01,UPI,CUST_1304,7,Yes,1666.57
TXN_3587,2023-04-18 19:00:00,STR_26,South,PRD_352,Grocery,4,1362.7,Net Banking,CUST_1192,11,No,4851.21
TXN_3588,2023-04-18 20:00:00,STR_48,South,PRD_399,Electronics,1,1006.67,Cash,CUST_1050,20,No,805.34
TXN_3589,2023-04-18 21:00:00,STR_10,East,PRD_364,Clothing,4,1167.58,Net Banking,CUST_1953,25,No,3502.74
TXN_3590,2023-04-18 22:00:00,STR_6,South,PRD_92,Electronics,3,1684.51,UPI,CUST_1618,5,No,4800.85
TXN_3591,2023-04-18 23:00:00,STR_45,South,PRD_468,Grocery,2,1902.32,Net Banking,CUST_230,2,Yes,3728.55
TXN_3592,2023-04-19 00:00:00,STR_31,East,PRD_132,Furniture,1,1122.87,Net Banking,CUST_962,14,Yes,965.67
TXN_3593,2023-04-19 01:00:00,STR_11,West,PRD_215,Electronics,6,366.68,Credit Card,CUST_440,7,Yes,2046.07
TXN_3594,2023-04-19 02:00:00,STR_19,North,PRD_422,Electronics,7,1281.31,Net Banking,CUST_1564,29,Yes,6368.11
TXN_3595,2023-04-19 03:00:00,STR_31,West,PRD_259,Electronics,6,157.06,Debit Card,CUST_528,1,Yes,932.94
TXN_3596,2023-04-19 04:00:00,STR_48,East,PRD_86,Electronics,9,1272.1,Debit Card,CUST_1546,15,No,9731.56
TXN_3597,2023-04-19 05:00:00,STR_19,North,PRD_498,Grocery,9,1618.18,Cash,CUST_1897,12,No,12815.99
TXN_3598,2023-04-19 06:00:00,STR_5,East,PRD_485,Toys,2,709.9,Net Banking,CUST_59,0,No,1419.8
TXN_3599,2023-04-19 07:00:00,STR_43,East,PRD_454,Toys,2,147.01,Cash,CUST_566,10,Yes,264.62
TXN_3600,2023-04-19 08:00:00,STR_12,South,PRD_40,Electronics,9,1385.99,UPI,CUST_288,27,No,9105.95
TXN_3601,2023-04-19 09:00:00,STR_18,North,PRD_188,Grocery,1,681.96,UPI,CUST_103,0,Yes,681.96
TXN_3602,2023-04-19 10:00:00,STR_12,South,PRD_472,Grocery,5,501.95,Credit Card,CUST_4,7,Yes,2334.07
TXN_3603,2023-04-19 11:00:00,STR_33,North,PRD_105,Electronics,1,1379.92,Credit Card,CUST_914,1,Yes,1366.12
TXN_3604,2023-04-19 12:00:00,STR_45,East,PRD_60,Clothing,7,1939.33,Net Banking,CUST_720,12,No,11946.27
TXN_3605,2023-04-19 13:00:00,STR_13,East,PRD_309,Electronics,9,1491.92,Net Banking,CUST_238,28,No,9667.64
TXN_3606,2023-04-19 14:00:00,STR_37,West,PRD_436,Clothing,6,985.24,Cash,CUST_1117,20,No,4729.15
TXN_3607,2023-04-19 15:00:00,STR_46,North,PRD_456,Electronics,2,1203.02,Cash,CUST_343,1,No,2381.98
TXN_3608,2023-04-19 16:00:00,STR_31,South,PRD_466,Clothing,6,288.85,Net Banking,CUST_969,26,No,1282.49
TXN_3609,2023-04-19 17:00:00,STR_50,West,PRD_338,Clothing,9,1627.36,Net Banking,CUST_443,3,Yes,14206.85
TXN_3610,2023-04-19 18:00:00,STR_2,West,PRD_135,Electronics,3,1210.57,Credit Card,CUST_306,24,No,2760.1
TXN_3611,2023-04-19 19:00:00,STR_40,West,PRD_158,Clothing,9,1931.83,Credit Card,CUST_714,1,No,17212.61
TXN_3612,2023-04-19 20:00:00,STR_48,South,PRD_342,Furniture,8,1959.07,Credit Card,CUST_1983,12,No,13791.85
TXN_3613,2023-04-19 21:00:00,STR_41,West,PRD_145,Toys,7,712.4,Net Banking,CUST_372,3,Yes,4837.2
TXN_3614,2023-04-19 22:00:00,STR_23,South,PRD_60,Grocery,8,1977.15,Cash,CUST_1798,28,No,11388.38
TXN_3615,2023-04-19 23:00:00,STR_5,West,PRD_313,Clothing,6,1913.88,Debit Card,CUST_1305,25,No,8612.46
TXN_3616,2023-04-20 00:00:00,STR_41,South,PRD_48,Clothing,3,1281.46,Debit Card,CUST_869,20,Yes,3075.5
TXN_3617,2023-04-20 01:00:00,STR_35,East,PRD_250,Grocery,7,670.26,Cash,CUST_9,25,No,3518.86
TXN_3618,2023-04-20 02:00:00,STR_14,East,PRD_248,Clothing,4,1507.91,Cash,CUST_1720,14,Yes,5187.21
TXN_3619,2023-04-20 03:00:00,STR_29,East,PRD_489,Grocery,5,546.12,Cash,CUST_1879,28,Yes,1966.03
TXN_3620,2023-04-20 04:00:00,STR_2,East,PRD_365,Electronics,8,1261.54,Credit Card,CUST_998,25,No,7569.24
TXN_3621,2023-04-20 05:00:00,STR_13,East,PRD_275,Furniture,7,54.04,UPI,CUST_950,20,No,302.62
TXN_3622,2023-04-20 06:00:00,STR_27,West,PRD_394,Furniture,7,1259.02,Net Banking,CUST_614,11,No,7843.69
TXN_3623,2023-04-20 07:00:00,STR_43,West,PRD_173,Toys,8,1903.46,Credit Card,CUST_1199,11,Yes,13552.64
TXN_3624,2023-04-20 08:00:00,STR_50,West,PRD_144,Clothing,3,474.11,Debit Card,CUST_1848,4,No,1365.44
TXN_3625,2023-04-20 09:00:00,STR_37,South,PRD_97,Toys,3,1557.47,Net Banking,CUST_1184,28,Yes,3364.14
TXN_3626,2023-04-20 10:00:00,STR_35,South,PRD_72,Electronics,2,590.38,Cash,CUST_1702,9,Yes,1074.49
TXN_3627,2023-04-20 11:00:00,STR_1,South,PRD_396,Furniture,1,1417.16,Debit Card,CUST_945,25,No,1062.87
TXN_3628,2023-04-20 12:00:00,STR_34,South,PRD_476,Electronics,6,1401.44,Cash,CUST_1007,1,No,8324.55
TXN_3629,2023-04-20 13:00:00,STR_44,East,PRD_64,Electronics,6,373.55,Cash,CUST_99,7,Yes,2084.41
TXN_3630,2023-04-20 14:00:00,STR_34,East,PRD_146,Clothing,8,1196.27,Cash,CUST_1988,26,No,7081.92
TXN_3631,2023-04-20 15:00:00,STR_39,East,PRD_264,Electronics,6,1719.04,Net Banking,CUST_1251,4,Yes,9901.67
TXN_3632,2023-04-20 16:00:00,STR_48,North,PRD_284,Furniture,6,768.15,Debit Card,CUST_217,21,No,3641.03
TXN_3633,2023-04-20 17:00:00,STR_32,West,PRD_363,Toys,1,1422.0,Debit Card,CUST_1139,7,No,1322.46
TXN_3634,2023-04-20 18:00:00,STR_12,South,PRD_178,Furniture,7,1350.49,Cash,CUST_311,23,No,7279.14
TXN_3635,2023-04-20 19:00:00,STR_21,South,PRD_312,Clothing,7,518.74,Credit Card,CUST_1163,12,No,3195.44
TXN_3636,2023-04-20 20:00:00,STR_38,East,PRD_62,Furniture,9,1837.69,UPI,CUST_575,28,Yes,11908.23
TXN_3637,2023-04-20 21:00:00,STR_38,South,PRD_25,Grocery,7,1129.21,Credit Card,CUST_1672,12,Yes,6955.93
TXN_3638,2023-04-20 22:00:00,STR_25,South,PRD_97,Toys,8,713.81,Net Banking,CUST_213,25,Yes,4282.86
TXN_3639,2023-04-20 23:00:00,STR_17,West,PRD_492,Grocery,4,332.89,UPI,CUST_1541,22,Yes,1038.62
TXN_3640,2023-04-21 00:00:00,STR_17,East,PRD_11,Grocery,9,949.55,Credit Card,CUST_793,14,Yes,7349.52
TXN_3641,2023-04-21 01:00:00,STR_41,West,PRD_315,Clothing,1,1461.58,Debit Card,CUST_1574,14,Yes,1256.96
TXN_3642,2023-04-21 02:00:00,STR_28,North,PRD_333,Electronics,8,1249.16,Credit Card,CUST_857,23,No,7694.83
TXN_3643,2023-04-21 03:00:00,STR_38,North,PRD_364,Grocery,3,1455.47,Cash,CUST_974,25,No,3274.81
TXN_3644,2023-04-21 04:00:00,STR_40,North,PRD_429,Furniture,1,1584.56,Net Banking,CUST_177,10,Yes,1426.1
TXN_3645,2023-04-21 05:00:00,STR_39,East,PRD_411,Electronics,2,884.8,Credit Card,CUST_94,22,Yes,1380.29
TXN_3646,2023-04-21 06:00:00,STR_8,South,PRD_83,Furniture,6,1042.73,Credit Card,CUST_1044,9,Yes,5693.31
TXN_3647,2023-04-21 07:00:00,STR_38,East,PRD_419,Furniture,5,1972.91,UPI,CUST_358,5,Yes,9371.32
TXN_3648,2023-04-21 08:00:00,STR_10,East,PRD_51,Electronics,3,1936.26,Cash,CUST_1652,4,Yes,5576.43
TXN_3649,2023-04-21 09:00:00,STR_44,South,PRD_425,Electronics,9,832.56,UPI,CUST_513,4,Yes,7193.32
TXN_3650,2023-04-21 10:00:00,STR_46,West,PRD_416,Furniture,8,1371.93,Net Banking,CUST_1597,7,No,10207.16
TXN_3651,2023-04-21 11:00:00,STR_31,North,PRD_247,Clothing,3,538.84,Net Banking,CUST_636,0,No,1616.52
TXN_3652,2023-04-21 12:00:00,STR_39,West,PRD_219,Toys,2,309.63,Cash,CUST_859,1,Yes,613.07
TXN_3653,2023-04-21 13:00:00,STR_21,North,PRD_82,Toys,8,1537.96,UPI,CUST_1059,16,Yes,10335.09
TXN_3654,2023-04-21 14:00:00,STR_18,East,PRD_313,,5,875.18,Cash,CUST_1481,28,No,3150.65
TXN_3655,2023-04-21 15:00:00,STR_47,North,PRD_242,Electronics,9,358.22,UPI,CUST_449,25,No,2417.99
TXN_3656,2023-04-21 16:00:00,STR_34,East,PRD_389,Furniture,1,1518.9,Debit Card,CUST_464,6,No,1427.77
TXN_3657,2023-04-21 17:00:00,STR_24,West,PRD_201,Toys,3,1830.76,Cash,CUST_1077,28,No,3954.44
TXN_3658,2023-04-21 18:00:00,STR_46,East,PRD_33,Furniture,5,1866.88,Net Banking,CUST_540,24,No,7094.14
TXN_3659,2023-04-21 19:00:00,STR_24,West,PRD_187,Clothing,2,1194.69,UPI,CUST_1657,22,Yes,1863.72
TXN_3660,2023-04-21 20:00:00,STR_30,South,PRD_55,Furniture,3,961.88,Debit Card,CUST_1232,8,No,2654.79
TXN_3661,2023-04-21 21:00:00,STR_31,South,PRD_90,Clothing,4,288.02,Net Banking,CUST_1240,3,No,1117.52
TXN_3662,2023-04-21 22:00:00,STR_42,South,PRD_86,Electronics,4,1586.62,UPI,CUST_1898,6,No,5965.69
TXN_3663,2023-04-21 23:00:00,STR_36,East,PRD_442,Clothing,9,1890.92,Debit Card,CUST_1831,27,No,12423.34
TXN_3664,2023-04-22 00:00:00,STR_42,South,PRD_208,Clothing,1,1779.47,Net Banking,CUST_1456,9,No,1619.32
TXN_3665,2023-04-22 01:00:00,STR_3,North,PRD_107,Toys,9,1504.81,Net Banking,CUST_710,15,No,11511.8
TXN_3666,2023-04-22 02:00:00,STR_26,West,PRD_411,Furniture,9,14.11,Debit Card,CUST_451,9,No,115.56
TXN_3667,2023-04-22 03:00:00,STR_5,West,PRD_26,Toys,6,818.46,Net Banking,CUST_323,6,No,4616.11
TXN_3668,2023-04-22 04:00:00,STR_50,North,PRD_427,Grocery,1,824.37,UPI,CUST_400,25,No,618.28
TXN_3669,2023-04-22 05:00:00,STR_46,East,PRD_299,Clothing,6,1789.26,UPI,CUST_1895,25,No,8051.67
TXN_3670,2023-04-22 06:00:00,STR_43,East,PRD_392,Grocery,8,135.97,Net Banking,CUST_478,1,No,1076.88
TXN_3671,2023-04-22 07:00:00,STR_28,West,PRD_119,Toys,5,1064.79,Credit Card,CUST_1151,1,Yes,5270.71
TXN_3672,2023-04-22 08:00:00,STR_31,South,PRD_76,Furniture,5,276.59,Debit Card,CUST_487,7,No,1286.14
TXN_3673,2023-04-22 09:00:00,STR_8,East,PRD_274,Toys,1,1326.28,Credit Card,CUST_139,13,No,1153.86
TXN_3674,2023-04-22 10:00:00,STR_9,East,PRD_38,Furniture,1,1585.55,UPI,CUST_83,17,Yes,1316.01
TXN_3675,2023-04-22 11:00:00,STR_16,North,PRD_249,Furniture,8,1285.71,Net Banking,CUST_765,0,No,10285.68
TXN_3676,2023-04-22 12:00:00,STR_8,North,PRD_359,Electronics,5,1590.2,Cash,CUST_1572,16,No,6678.84
TXN_3677,2023-04-22 13:00:00,STR_13,South,PRD_273,Clothing,8,1216.96,Cash,CUST_622,16,No,8177.97
TXN_3678,2023-04-22 14:00:00,STR_44,East,PRD_54,Toys,2,383.73,Credit Card,CUST_1549,21,Yes,606.29
TXN_3679,2023-04-22 15:00:00,STR_35,East,PRD_485,Furniture,4,768.41,Credit Card,CUST_989,4,Yes,2950.69
TXN_3680,2023-04-22 16:00:00,STR_5,North,PRD_263,Toys,9,1913.95,Credit Card,CUST_1235,15,Yes,14641.72
TXN_3681,2023-04-22 17:00:00,STR_3,East,PRD_495,Toys,3,579.91,UPI,CUST_963,6,No,1635.35
TXN_3682,2023-04-22 18:00:00,STR_48,West,PRD_65,Furniture,6,130.41,UPI,CUST_1720,14,Yes,672.92
TXN_3683,2023-04-22 19:00:00,STR_2,North,PRD_100,Grocery,7,772.74,Net Banking,CUST_1448,18,No,4435.53
TXN_3684,2023-04-22 20:00:00,STR_50,South,PRD_7,Clothing,3,735.78,UPI,CUST_1943,20,Yes,1765.87
TXN_3685,2023-04-22 21:00:00,STR_34,North,PRD_433,Clothing,1,943.27,Net Banking,CUST_585,1,No,933.84
TXN_3686,2023-04-22 22:00:00,STR_34,East,PRD_110,Electronics,2,1122.81,Net Banking,CUST_360,26,Yes,1661.76
TXN_3687,2023-04-22 23:00:00,STR_17,South,PRD_141,Electronics,7,1984.88,Credit Card,CUST_598,15,Yes,11810.04
TXN_3688,2023-04-23 00:00:00,STR_47,North,PRD_200,Electronics,7,1513.69,Cash,CUST_1917,24,No,8052.83
TXN_3689,2023-04-23 01:00:00,STR_50,West,PRD_220,Clothing,1,76.6,Credit Card,CUST_1582,8,No,70.47
TXN_3690,2023-04-23 02:00:00,STR_34,West,PRD_168,Grocery,7,1426.86,UPI,CUST_1577,19,No,8090.3
TXN_3691,2023-04-23 03:00:00,STR_1,North,PRD_139,Clothing,6,1649.34,Debit Card,CUST_1175,17,No,8213.71
TXN_3692,2023-04-23 04:00:00,STR_32,West,PRD_365,Clothing,6,1791.78,UPI,CUST_1927,9,No,9783.12
TXN_3693,2023-04-23 05:00:00,STR_6,West,PRD_122,Clothing,7,850.89,Cash,CUST_1847,23,Yes,4586.3
TXN_3694,2023-04-23 06:00:00,STR_39,West,PRD_52,Clothing,7,630.68,UPI,CUST_1261,19,No,3575.96
TXN_3695,2023-04-23 07:00:00,STR_35,South,PRD_232,Grocery,1,1679.45,Cash,CUST_1661,20,No,1343.56
TXN_3696,2023-04-23 08:00:00,STR_9,West,PRD_442,Electronics,5,1556.34,Debit Card,CUST_1233,3,No,7548.25
TXN_3697,2023-04-23 09:00:00,STR_30,West,PRD_145,Toys,8,1074.4,Debit Card,CUST_943,29,Yes,6102.59
TXN_3698,2023-04-23 10:00:00,STR_41,West,PRD_23,Electronics,8,240.18,Net Banking,CUST_1054,1,No,1902.23
TXN_3699,2023-04-23 11:00:00,STR_27,South,PRD_355,Electronics,3,1305.26,UPI,CUST_1131,29,Yes,2780.2
TXN_3700,2023-04-23 12:00:00,STR_23,North,PRD_476,Toys,3,136.01,Net Banking,CUST_286,13,No,354.99
TXN_3701,2023-04-23 13:00:00,STR_45,East,PRD_353,Clothing,7,205.23,Credit Card,CUST_41,21,No,1134.92
TXN_3702,2023-04-23 14:00:00,STR_6,West,PRD_243,Grocery,4,665.62,Credit Card,CUST_1601,0,No,2662.48
TXN_3703,2023-04-23 15:00:00,STR_1,North,PRD_54,Grocery,6,745.5,Credit Card,CUST_1270,27,Yes,3265.29
TXN_3704,2023-04-23 16:00:00,STR_46,West,PRD_215,Electronics,9,926.64,Credit Card,CUST_1083,7,No,7755.98
TXN_3705,2023-04-23 17:00:00,STR_48,,PRD_365,Toys,2,681.59,Credit Card,CUST_1645,10,No,1226.86
TXN_3706,2023-04-23 18:00:00,STR_41,North,PRD_340,Furniture,2,72.41,UPI,CUST_1827,0,Yes,144.82
TXN_3707,2023-04-23 19:00:00,STR_48,South,PRD_490,Clothing,6,319.04,Net Banking,CUST_1882,4,No,1837.67
TXN_3708,2023-04-23 20:00:00,STR_41,West,PRD_268,Electronics,3,234.65,Net Banking,CUST_454,24,Yes,535.0
TXN_3709,2023-04-23 21:00:00,STR_43,West,PRD_335,Grocery,1,865.21,Cash,CUST_1527,12,No,761.38
TXN_3710,2023-04-23 22:00:00,STR_6,South,PRD_381,Toys,2,428.2,Credit Card,CUST_1574,16,No,719.38
TXN_3711,2023-04-23 23:00:00,STR_46,,PRD_481,Toys,7,590.62,Debit Card,CUST_583,9,Yes,3762.25
TXN_3712,2023-04-24 00:00:00,STR_6,South,PRD_106,Electronics,4,945.78,Cash,CUST_1679,22,No,2950.83
TXN_3713,2023-04-24 01:00:00,STR_48,West,PRD_226,Furniture,2,474.95,Cash,CUST_231,29,No,674.43
TXN_3714,2023-04-24 02:00:00,STR_20,South,PRD_102,Grocery,8,495.63,UPI,CUST_98,6,No,3727.14
TXN_3715,2023-04-24 03:00:00,STR_30,East,PRD_494,Electronics,4,1667.12,Cash,CUST_320,12,Yes,5868.26
TXN_3716,2023-04-24 04:00:00,STR_28,South,PRD_72,Furniture,4,1098.43,Debit Card,CUST_750,20,No,3514.98
TXN_3717,2023-04-24 05:00:00,STR_30,East,PRD_60,Toys,2,1714.24,Net Banking,CUST_183,3,No,3325.63
TXN_3718,2023-04-24 06:00:00,STR_46,East,PRD_478,Clothing,1,1031.48,Cash,CUST_1162,24,Yes,783.92
TXN_3719,2023-04-24 07:00:00,STR_16,South,PRD_35,Grocery,1,1818.98,UPI,CUST_817,20,No,1455.18
TXN_3720,2023-04-24 08:00:00,STR_29,South,PRD_354,Grocery,3,513.21,Credit Card,CUST_1647,12,No,1354.87
TXN_3721,2023-04-24 09:00:00,STR_33,North,PRD_266,Furniture,6,1235.26,Debit Card,CUST_1658,0,No,7411.56
TXN_3722,2023-04-24 10:00:00,STR_7,West,PRD_83,Electronics,7,1008.95,Credit Card,CUST_1315,24,Yes,5367.61
TXN_3723,2023-04-24 11:00:00,STR_23,East,PRD_144,Toys,9,1837.79,Cash,CUST_1703,10,No,14886.1
TXN_3724,2023-04-24 12:00:00,STR_3,North,PRD_229,Furniture,5,839.87,Net Banking,CUST_1347,27,No,3065.53
TXN_3725,2023-04-24 13:00:00,STR_16,South,PRD_423,Clothing,9,1710.37,UPI,CUST_284,20,Yes,12314.66
TXN_3726,2023-04-24 14:00:00,STR_24,West,PRD_375,Clothing,8,1129.99,Debit Card,CUST_587,8,Yes,8316.73
TXN_3727,2023-04-24 15:00:00,STR_33,North,PRD_182,Clothing,1,1418.54,Net Banking,CUST_771,12,Yes,1248.32
TXN_3728,2023-04-24 16:00:00,STR_15,East,PRD_373,Furniture,3,1774.35,Debit Card,CUST_335,10,No,4790.74
TXN_3729,2023-04-24 17:00:00,STR_36,North,PRD_419,Toys,8,1993.83,UPI,CUST_1069,26,Yes,11803.47
